cnp_codigo,cnp_glosa,cnp_descripcion,cnp_familia,iccs_elegido,iccs_glosa_elegida,confianza,justificacion,exclusiones_aplicadas,top1_codigo,top1_score,top2_codigo,top2_score,top3_codigo,top3_score,top4_codigo,top4_score,top5_codigo,top5_score,top6_codigo,top6_score,top7_codigo,top7_score,top8_codigo,top8_score,top9_codigo,top9_score,top10_codigo,top10_score
549,CONTAMINACIÓN GRAVE IMPRUDENTEART. 309,Sanciona al que por imprudencia temeraria o por mera imprudencia o negligencia con infracción de los reglamentos incurriere en los hechos señalados en los artículos 305 y siguientes.,CRIMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y SEGURIDAD PUBLICA COMETIDO POR PARTICULARES,206,Negligencia,alta,"El tipo penal chileno sanciona conducta por imprudencia/negligencia que provoca contaminación; el móvil es la negligencia (falta de cuidado), por lo que encaja en 206 (Negligencia). Se descartó 902 (Actos contra la salud y la seguridad) porque sus exclusiones excluyen expresamente actos negligentes (0206), y 504 (Daños a la propiedad) porque excluye daño al medio ambiente.","[""902: exclusión 'Actos negligentes (0206)'"", ""504: exclusión 'Daño al medio ambiente (10)'""]",206,0.8473304670174266,2069,0.8467580324048928,902,0.8388113811399408,2063,0.835141626052385,801,0.8346135309917558,8019,0.8336262569985635,2119,0.8327360148621517,504,0.8320845015001311,8049,0.8319672741867589,1102,0.8308734076766742
551,"DELITOS MEDIOAMBIENTALES DOLOSOSART. 305, 306, 307, 308 Y 310","Sanciona al que sin haber sometido su actividad a una evaluación de impacto ambiental a sabiendas de estar obligado a ello:1. Vierta sustancias contaminantes en aguas marítimas o continentales.2. Extraiga aguas continentales, sean superficiales o subterráneas, o aguas marítimas3. Vierta o deposite sustancias contaminantes en el suelo o subsuelo, continental o marítimo4. Vierta tierras u otros sólidos en humedales.5. Extraiga componentes del suelo o subsuelo.6. Libere sustancias contaminantes al aire. Sanciona al que, contando con autorización para verter, liberar o extraer cualquiera de las sustancias o elementos mencionados en los números 1 a 6 anteriores, contravenga una norma de emisión o de calidad ambiental, incumpliendo las medidas establecidas en un plan de prevención, de descontaminación o de manejo ambiental, incumpliendo una resolución de calificación ambiental, o cualquier condición asociada al otorgamiento de la autorización, y siempre que el infractor hubiere sido sancionado administrativamente en, al menos, dos procedimientos sancionatorios distintos, por infracciones graves o gravísimas, dentro de los diez años anteriores al hecho punible y cometidas en relación con una misma unidad sometida a control de la autoridad.Sanciona al que, contando con autorización para extraer aguas continentales, superficiales o subterráneas, las extraiga infringiendo las reglas de su distribución y aprovechamiento.El que, vertiendo, depositando o liberando sustancias contaminantes, o extrayendo aguas o componentes del suelo o subsuelo, afectare gravemente las aguas marítimas o continentales, superficiales o subterráneas, el suelo o el subsuelo, fuere continental o marítimo, o el aire, o bien la salud animal o vegetal, la existencia de recursos hídricos o el abastecimiento de agua potable, o que afectare gravemente humedales vertiendo en ellos tierras u otros sólidos.El que afectare gravemente uno o más de los componentes ambientales de una reserva de región virgen, un parque nacional, un monumento natural, una reserva nacional o un humedal de importancia internacional; al que, infringiendo una resolución de calificación ambiental o sin haber sometido su actividad a una evaluación de impacto ambiental estando obligado a ello, afectare gravemente un glaciar.",CRIMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y SEGURIDAD PUBLICA COMETIDO POR PARTICULARES,1001,Actos que causan contaminación o degradación del medio ambiente,alta,"El tipo penal chileno describe actos destinados a contaminar o degradar el medio ambiente (aire, agua, suelo, humedales, extracción de aguas, daño en áreas protegidas). Según el criterio del móvil (intención inicial de efectuar actividad que contamina), la categoría más precisa es 1001 (Actos que causan contaminación o degradación del medio ambiente), que engloba contaminación de aire, agua y suelo. Las categorías más específicas (10011, 10012, 10013) son por medio concreto y no cubren la globalidad del delito CNP; 1002 (traslado/vertimiento de desechos) es demasiado estrecha para todos los supuestos descritos.","['10011: excluido por ser específico al aire; el CNP abarca múltiples medios (aire, agua, suelo, humedales, extracción).', '10012: excluido por ser específico al agua; el CNP abarca múltiples medios y daños en áreas protegidas.', '10013: excluido por ser específico al suelo; el CNP abarca múltiples medios y actividades de extracción.', '1002: excluido por ser específico al traslado/vertimiento ilícito de desechos; el CNP incluye vertidos pero también emisiones al aire, extracción de aguas y daños a ecosistemas protegidos que exceden sólo traslado/vertimiento de desechos.']",1002,0.8355338134791171,6012,0.8351531432498636,10013,0.8348840510416623,10012,0.8346168907627607,60129,0.8333692077781952,1001,0.8315959173429163,6029,0.8309353115661966,10011,0.8303716446767395,6019,0.8302398950758106,10021,0.8282877348908577
552,ASOCIACIÓN ILÍCITA PARA LA COMISIÓN DE SIMPLES DELITOS,"ART. 292 Sanciona a aquien sea parte de una asociación delictiva. Se entenderá por asociación delictiva toda organización formada por tres o más personas, con acción sostenida en el tiempo, que tenga entre sus fines la perpetración de simples delitos.",CRIMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y SEGURIDAD PUBLICA COMETIDO POR PARTICULARES,9051,Participación en un grupo delictivo organizado,media,"El tipo penal chileno sanciona la participación/constitución de una asociación de 3+ personas con acción sostenida destinada a cometer delitos — coincide con 'Participación en un grupo delictivo organizado' (9051). Se aplicó la nota/exclusión relevante de 905/9051: la definición de 'grupo delictivo organizado' en la nota 132 se refiere a la comisión de delitos graves, mientras que el CNP habla de 'simples delitos', por lo que existe una ligera discrepancia conceptual; no obstante, el elemento esencial (asociación/participación en grupo con finalidad delictiva) encaja mejor con 9051. La exclusión que indica que los delitos cometidos por tales grupos se clasifican según el delito particular fue considerada pero no impide clasificar la conducta de asociación en 9051, porque la imputación es la propia participación/organización del grupo.",[],905,0.8465674690360453,9051,0.8420313697019679,9059,0.83479174883989,11021,0.8317734092953143,8081,0.831002859698243,8019,0.8286413637750689,1102,0.827355703025722,60129,0.8270837946317406,11019,0.8269900311226028,6019,0.8268813348903827
553,ASOCIACIÓN ILÍCITA PARA LA COMISIÓN DE CRÍMENES,"ART. 293 Sanciona a quien sea parte de una asociación criminal. Se entenderá por asociación criminal toda organización formada por tres o más personas, con acción sostenida en el tiempo, que tenga entre sus fines la perpetración de hechos constitutivos de crímenes.",CRIMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y SEGURIDAD PUBLICA COMETIDO POR PARTICULARES,9051,Participación en un grupo delictivo organizado,alta,"El tipo penal chileno sanciona la integración/participación en una asociación criminal de 3+ personas con acción sostenida y fin de cometer delitos, que corresponde directamente a 'Participación en un grupo delictivo organizado' (ICCS 9051). La exclusión de 0905 (clasificar los delitos materiales según su naturaleza cuando son cometidos por delincuencia organizada) fue considerada pero no impide clasificar la conducta de participar/organizar el grupo; se descartó 9061 porque exige finalidad terrorista y los demás candidatos no coinciden con el móvil de integrar un grupo delictivo.","['0906: exclusión aplicada para descartar 9061 (requiere fin terrorista)', '0905: exclusión considerada (los delitos cometidos mediante delincuencia organizada se clasifican según el delito particular) — aclaración aplicada pero no impeditiva para clasificar la participación en el grupo (9051)']",905,0.8448656169802143,9051,0.8394379224231724,9059,0.8349574009201248,2119,0.8328752474159559,8019,0.8323818430160073,9061,0.8315563824582242,60129,0.8307754905013612,8081,0.8293517803795243,11011,0.8292720402707574,110134,0.8287052748748278
554,AMENAZA U OFRECIMIENTO DE BENEFICIO ECONÓMICO PARA PRESTAR FALSO TESTIMONIO U OMITIR DECLARAR EN PROCESO POR ASOCIACIÓN ILÍCITA,"ART. 293 BIS Sanciona al que, en un proceso por asociación delictiva o criminal, amenace o constriña a otro con el propósito de prestar falso testimonio, omita declarar u ofrezca un beneficio económico para los mismos fines.",CRIMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y SEGURIDAD PUBLICA COMETIDO POR PARTICULARES,8061,Obstrucción de la justicia,alta,"El tipo penal describe la amenaza o la oferta de beneficio económico para inducir falso testimonio u omitir declarar en un proceso: el móvil es impedir/obstaculizar el procedimiento judicial (influencia sobre testigos). Esa conducta encaja directamente en Obstrucción de la justicia (8061), cuya inclusión menciona explícitamente amenazar, engañar o impedir la comparecencia de un testigo. Se descartaron códigos centrados en explotación, blanqueo, narcotráfico o soborno de funcionarios porque no reflejan el móvil principal de obstrucción procesal.","['204: Trata de personas — excluido porque no hay finalidad de explotación ni captación/coerción con fines de explotación.', '7031: Soborno — excluido porque se refiere principalmente al soborno de funcionarios o actuaciones en cumplimiento de funciones; además la conducta de coaccionar/inducir a testigos está específicamente incluida en 8061.', '2051: Extorsión/chantaje — excluido porque el objetivo no es obtener bienes/servicios para el autor, sino influir en el proceso judicial (obstrucción).', '7041/7049: Blanqueo/actos sobre producto del delito — excluidos porque no hay manejo ni ocultamiento de bienes derivados del delito.', '11011: Tortura — excluido por no corresponder a infligir sufrimiento grave con las finalidades propias de tortura.', '6012: Delitos de drogas, 20229: Privación de libertad, 709: Otros fraudes/engaños — excluidos por no coincidir con el móvil de obstrucción del proceso judicial.']",204,0.8398050329592354,709,0.8397179613080571,8061,0.8390658547199951,11011,0.8377752311993392,7049,0.8374846953529288,7031,0.837258214571513,20229,0.8343694345048003,7041,0.8332465945296192,6012,0.8317692526076997,2051,0.8314331658726717
597,DECLARACIÓN FALSA DENUNCIANTE ANÓNIMOART. 100 QUÁTER CÓDIGO TRIBUTARIO,Sanciona a quien solicite que se le otorgue la calidad de denunciante anónimo aportando antecedentes falsos o fraudulentos,CRIMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y SEGURIDAD PUBLICA COMETIDO POR PARTICULARES,7019,Otros actos de fraude,alta,"El hecho consiste en aportar antecedentes falsos para obtener la calidad de denunciante anónimo: el móvil inicial es el engaño/fraude para obtener un beneficio. La categoría 7019 (Otros actos de fraude) incluye representación engañosa, suplantación y estafa, por lo que es la más precisa. Se descartaron las categorías de falsificación, drogas y orden público por no coincidir con el móvil fraudulento.","['6019, 60129: Delitos relacionados con drogas (nota 98) — no aplican al hecho, por lo que se descartan.', '702, 7029, 7022: Falsificación y delitos relacionados con productos falsificados — las exclusiones de 702 indican que la creación/suplantación de identidad corresponde a 07019 (7019), por tanto no corresponde clasificarlo como falsificación de productos/documentos.', '8019, 809: Actos contra el orden público/autoridad — la conducta descrita tiene como móvil el fraude para obtener un beneficio, no infracción al orden público, por lo que se descartan.', '709: Aunque trata sobre actos de fraude/engaño en general, 7019 es más preciso porque explícitamente incluye representación engañosa, suplantación y estafa.']",709,0.840876861763851,6019,0.8283113333565402,7019,0.8271658988164723,60129,0.8245349883727149,8019,0.8240416187349279,702,0.8231234579863744,809,0.8230725846408884,2119,0.8229269893468133,7029,0.8213333703368187,7022,0.8206137793652648
599,OTROS DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICOS COMETIDOS POR PARTICULARES,nan,CRIMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y SEGURIDAD PUBLICA COMETIDO POR PARTICULARES,801,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,media,"La glosa y la familia del CNP indican 'otros delitos contra el orden y la seguridad públicos cometidos por particulares' sin detalle adicional; ICCS 801 (actos contrarios a las normas de conducta orientadas al mantenimiento del orden público) es la categoría general y más precisa disponible para delitos genéricos contra el orden público. No hay indicio del móvil religioso, sexual, estatal ni de daño a la salud que exigiría elegir una categoría distinta.","['8012: descartado por ser específico a normas y preceptos sociales/religiosos (no indicado en la glosa)', '8019: descartado por centrarse en reuniones no autorizadas u otros actos concretos (no indicado)', '809: descartado por aplicarse a actos dirigidos contra la autoridad o disposiciones del Estado (no indicado)', '8029: descartado por referirse a normas de conducta sexual (no indicado)', '902: descartado por referirse a actos que ponen en peligro la salud y seguridad humanas (no indicado)']",8012,0.8555906968434228,809,0.8526454078315803,8019,0.8521219707143165,2119,0.8469991670106153,902,0.8455295298930823,8029,0.8450408125974437,908,0.8440364259399272,11011,0.8427217000493934,801,0.8411013935184342,11029,0.8399781787256821
602,ABANDONO DE NIÑOS,ARTS. 346 al 351 Dejar a un menor sin la asistencia ni el socorro correspondiente.,"CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",20611,Negligencia en situaciones de menores bajo cuidado,alta,"La figura 'ABANDONO DE NIÑOS' (dejar a un menor sin asistencia ni socorro) corresponde directamente a negligencia en situaciones de menores bajo cuidado; 20611 incluye explícitamente 'abandono de niños' y su elemento central es la falta de cuidado/obligación de cuidado, que coincide con el móvil del delito. Se descartaron categorías relacionadas con explotación, secuestro o atención a adultos por no ajustarse al móvil.","['204: excluido porque trata de personas implica captación/traslado con fines de explotación (no aplicable al abandono simple)', '30222: excluido porque se refiere a prostitución infantil (fines sexuales/explotación, no abandono)', '20612: excluido porque se aplica a negligencia respecto de adultos dependientes, no menores', '2021/20211/20219: excluidos porque son secuestro/retención de menores (sustraer/retener), distinto de dejar sin asistencia', '809: categoría residual sobre orden público descartada por ser menos precisa que 20611']",20611,0.8475890243505904,809,0.8431355831685808,204,0.8418240992403273,20612,0.8395045698869859,2021,0.8393784623837555,11029,0.836993656124094,20211,0.83347797271327,20219,0.8330129918214905,30222,0.8328423737680565,2119,0.8325066885594083
603,ABANDONO DE CONYUGE O PARIENTES ENFERMOS,ART. 352 Dejar sin asistencia al cónyuge o parientes con problemas para valerse por sí mismos (enfermo o imposibilitado).,"CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",20612,Negligencia en situaciones de otras personas dependientes bajo cuidado,alta,"El delito CNP 603 describe el abandono/desatención de cónyuge o parientes que no pueden valerse por sí mismos (adultos dependientes). El móvil es la omisión de la obligación de cuidado hacia un adulto dependiente, lo que encaja directamente en 20612 (Negligencia en situaciones de otras personas dependientes bajo cuidado). No se aplican exclusiones que descarten 20612.","['20611 descartado: se aplica solo a menores (inclusiones: desatención/abandono de menores)', '204 descartado: trata de personas requiere explotación/coacción, no presente en la descripción', '809 descartado: disposiciones generales de orden público menos precisas que la categoría de negligencia hacia dependientes', '20619 descartado: categoría más general de negligencia en cuidado; 20612 es más precisa para adultos dependientes']",20612,0.8508316932466007,20619,0.836944556949717,809,0.8321837149903144,204,0.8313193887521109,20611,0.8307314978518192,8062,0.8284863396492863,2119,0.827948299035579,20229,0.827544976007395,110134,0.826456734311693,2069,0.8262808405919594
604,USURPACIÓN DE ESTADO CIVIL,"ART. 354 Apoderarse del estado civil ajeno. Implica no sólo el uso de nombre de otra persona, sino que la realización de todos sus actos sociales y jurídicos.","CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",211,Transgresiones contra las personas,alta,"El delito descrito (usurpación de estado civil) consiste en apoderarse de la identidad y realizar actos sociales/jurídicos en nombre de otra persona; el móvil es la apropiación de la identidad/intimidad y, por tanto, es una intromisión en derechos personales. La categoría 211 (Transgresiones contra las personas: intromisión ilícita en la intimidad u otros derechos) es la más adecuada. Se aplicaron exclusiones de categorías de trata, de delitos contra la propiedad, de delitos relacionados con bienes procedentes del delito, de normas sexuales públicas y de tortura, que no encajan con el móvil de usurpación de estado civil.","['204 / 2041 / 2044 descartados: son categorías de Trata de personas (0204) centradas en explotación; no corresponden al apoderamiento de identidad civil.', '509 descartado: categoría de actos contra la propiedad solamente; usurpación de estado civil afecta derechos personales, no es únicamente un delito patrimonial.', '7049 descartado: se refiere a recepción/manipulación de bienes procedentes del delito; no describe la usurpación de identidad.', '809 descartado: actos contra el orden público/Estado (ej. sustitución de un niño) no equivalen al apoderamiento del estado civil ajeno.', '8029 descartado: actos contrarios a normas de conducta sexual públicas; no aplicable aquí.', '11011 descartado: tortura; no corresponde al móvil de apropiación de identidad.', '2119 descartado: lista ejemplos (mutilación de cadáveres, tráfico de órganos) no encajan; se prefiere 211 como categoría general de intromisión en la intimidad/derechos personales.']",204,0.8395802973923735,2119,0.8374750772071492,809,0.8346942869130104,7049,0.829879857526737,509,0.8291158316684631,2044,0.8290586830155438,8029,0.8289438993351885,211,0.8282163520405393,2041,0.8279321797379294,11011,0.8239742924467375
605,INDUCIR A UN MENOR A ABANDONAR EL HOGAR,"ART. 357 Persuadir a un menor de edad, pero mayor de 10 años a que abandone la casa de sus padres, guardadores o encargados de su persona.","CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",2021,Secuestro de menores,alta,El tipo penal chileno describe la persuasión de un menor para que abandone la casa de sus padres/tutores: el móvil primordial es sustraer/retirar al menor de la custodia parental. La categoría ICCS más precisa por móvil es Secuestro de menores (2021). No hay indicio de finalidad de explotación sexual ni de negligencia del cuidador que justificaría otras clases.,"['30222: descartado porque sus inclusiones exigen captación/persuasión con fines de prostitución (no aparece finalidad de explotación sexual en la descripción CNP).', '3022: descartado porque se refiere a explotación sexual de menores (no indicada en el tipo penal CNP).', '204: descartado porque trata de personas requiere finalidad de explotación (no aparece en la descripción).', '20611: descartado porque se refiere a negligencia/abandono por parte del responsable del cuidado (aquí el verbo es inducir por un tercero, no negligencia del guardador).', '11021/11029/809: descartadas por ser categorías más generales o relativas a infracciones por la condición de menor o disposiciones familiares que no reflejan el móvil de sustraer/retener al menor.']",2021,0.8371850472251355,30222,0.835938215343871,204,0.832291894253247,20211,0.8279359694147069,20611,0.8275353369194709,3022,0.8268479387006015,809,0.8256654210840989,11021,0.8253684003692654,11029,0.8250483175219525,8012,0.8246423324085046
608,ESTUPRO,"ART. 363 Acceder carnalmente, por vía vaginal, anal o bucal a una persona menor de edad, pero mayor de catorce años si se abusa de su anomalía o perturbación mental, aun transitoria, abusando de una relación de dependencia de la víctima (como cuando se está encargado de su educación, custodia o se tiene una relación laboral), abusando del grave desamparo de la víctima o cuando se le engaña abusando de su inexperiencia o ignorancia sexual.","CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",30113,Violación por presunción legal,alta,"El tipo penal descrito (estupro: acceso carnal a persona menor de edad mediante abuso de dependencia, engaño, grave desamparo o aprovechamiento de perturbación) tiene como móvil principal la conducta sexual contra un menor incapaz de otorgar consentimiento pleno. Corresponde a 'Violación por presunción legal' (30113) porque se trata de penetración sexual de una persona menor/incapaz de consentir; se descartaron las categorías de trata/explotación/prostitución infantil porque esas exclusiones explícitas remiten a la violación de menores y a conductas de explotación comercial, no al delito sexual directo aquí descrito.","['204: EXCLUSIONES: ... todos los actos lesivos de naturaleza sexual (03) (por lo tanto trata no aplica)', '3022: EXCLUSIONES: Violación de un menor por presunción legal (030113) (excluye clasificar esto como explotación sexual)', '30229: EXCLUSIONES: Aplicar todas las exclusiones enumeradas en 03022 (descarta otras formas de explotación sexual en favor de 030113 cuando procede)', '30222: EXCLUSIONES: Aplicar todas las exclusiones enumeradas en 03022 (prostitución infantil excluye violación por presunción legal)', '30223: EXCLUSIONES: Aplicar todas las exclusiones enumeradas en 0302 (captación/explotación excluye violación por presunción legal)']",204,0.8575708814693768,11011,0.8445756726205664,3022,0.8404120522036065,30229,0.8395655550843143,30113,0.8393006933028706,30222,0.8391927815825788,30223,0.8379726433178347,2119,0.8378580892930815,11029,0.835300659693557,2044,0.8345542735815321
609,INCESTO,ART. 375 El que conociendo las relaciones que lo ligan comete incesto con un ascendiente o descendente por consanguinidad o con un hermano consanguíneo.,"CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",8029,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,alta,"El tipo penal chileno describe un acto sexual entre parientes (incesto). La categoría 8029 incluye explícitamente 'incesto' en sus inclusiones como acto contrario a normas de conducta sexual orientadas al mantenimiento del orden público, por lo que es la más precisa. Se descartaron categorías de intromisión en la intimidad y de privacidad porque sus exclusiones excluyen actos de naturaleza sexual, y se descartó la categoría de violación (30119) porque la norma CNP se refiere a incesto en sí y no lo tipifica específicamente como violación/penetración en la descripción proporcionada.","[""0211/02119: 'Invasión de la intimidad sexual u otros actos de naturaleza sexual (03)' (descarta categorías de intromisión/privacidad)"", ""30119: 'Aplicar todas las exclusiones enumeradas en 03011' (se descartó porque la descripción no especifica violación/penetración)""]",2119,0.8357303767669022,8029,0.8350459786274335,8022,0.8209357781168968,11011,0.8205362953139377,709,0.8182752960855021,211,0.8177766585103363,802,0.8177324979692473,8012,0.814861621136291,30119,0.8148380825369066,2044,0.8142608185625342
610,PROMOVER O FACILITAR LA EXPLOTACIÓN SEXUAL DE MENOR DE 18 AÑOS,"ART. 367 El que promueve o facilita la prostitución de menores de edad para satisfacer los deseos de otro. Aumenta la pena si hay habitualidad, abuso de confianza, autoridad o engaño.","CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",30222,Prostitución infantil,alta,"El tipo penal chileno describe promover o facilitar la prostitución de menores (proxenetismo/captación para satisfacer deseos de terceros). ICCS 30222 'Prostitución infantil' corresponde específicamente a la captación, persuasión o adquisición de un menor con fines de prostitución y a proxenetismo/mantenimiento/financiación de prostíbulos con fines de prostitución infantil, por lo que es la categoría más precisa. Descarté 03022 (3022) solo por ser más general y 0802x (8021,8022) porque sus exclusiones excluyen los hechos de prostitución infantil o la captación para prostitución.","['8021 EXCLUSIONES: Explotación de una persona para que se dedique a la prostitución o explotación de prostitutas (0302); prostitución infantil (030222)', '8022 EXCLUSIONES: Pornografía infantil (030221); captación o persuasión de una persona para que se dedique a la prostitución, o explotación de prostitutas (0302)']",30222,0.8538663693064832,3022,0.8530822468439994,204,0.8526583995825467,8021,0.8492023584489952,30229,0.8400011076083412,8022,0.8398574691660926,8029,0.8347821635282434,6019,0.8340006302926616,30221,0.8339123538027603,2119,0.8330949093124786
611,SODOMIA,"ART. 365 Acceder carnalmente a un varón menor de 18 años por otro hombre, sin mediar las circunstancias de la violación o estupro.","CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",30113,Violación por presunción legal,alta,La norma chilena describe penetración carnal de un varón menor de 18 años por otro hombre; el móvil es sexual dirigido a un menor. La categoría 30113 (Violación por presunción legal: relaciones sexuales/penetración con persona menor de la edad de consentimiento) encaja exactamente. Se preferió 30113 frente a la categoría general de violación (3011) porque 30113 es la subcategoria específica para menores y aplica aunque no conste fuerza.,"['8029 descartado: categoría de actos contrarios al orden público (incluye sodomía no lesiva) inapropiada porque aquí hay penetración sexual a un menor, que constituye delito sexual grave.', '204 descartado: trata de personas inaplicable, no hay elementos de captación/traslado/explotación.', '2119 descartado: otras transgresiones contra las personas (intromisión en intimidad) inaplicable ante una penetración sexual a menor.', '11011 descartado: tortura inaplicable.', '8021 descartado: prostitución inaplicable (no hay indicio de intercambio económico).', '8022 descartado: pornografía inaplicable.', '30111 descartado: violación con uso de fuerza descartada porque la descripción no menciona uso de fuerza y existe la subcategoría más adecuada por edad (30113).', '30222 descartado: prostitución infantil inaplicable (no hay indicio de explotación comercial)']",8029,0.8476320806281273,204,0.8359693603861403,2119,0.8351365944556336,30113,0.8304492288992473,11011,0.8299248616171535,3011,0.8274382559511644,8021,0.8263366023742146,8022,0.823691772954772,30111,0.8232635074109977,30222,0.8230592662666141
615,ULTRAJE PÚBLICO A LAS BUENAS COSTUMBRES,ART. 373 Ofender el pudor o las buenas costumbres con hechos de grave escándalo o trascendencia no comprendidos en otros artículos del C.P.,"CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",8029,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,alta,"El artículo 373 C.P. (ultraje público a las buenas costumbres; ofender el pudor o las buenas costumbres con hechos de grave escándalo) describe conductas de indecencia/obscenidad públicas y actos sexuales ofensivos para el público, que coinciden con las inclusiones de 8029 (obscenidad pública, actos sexuales en público, exhibicionismo, escritos/imágenes de contenido sexual indecente). Se consideraron las exclusiones de 0802 y la nota 108; ninguna de esas exclusiones descarta este tipo de ultraje público no violento ni pornográfico, por lo que 8029 es la categoría más precisa.","['211/2119 EXCLUSIÓN: invasión de la intimidad sexual u otros actos de naturaleza sexual (03) — descartó clasificar como transgresión contra las personas (intromisión en la intimidad) cuando el móvil es ofensa pública de las buenas costumbres.', '8022 EXCLUSIÓN: pornografía infantil (030221) — 8022 está centrada en pornografía; el tipo penal CNP es ultraje público (obscenidad/exhibicionismo) y no encaja como pornografía infantil.']",8029,0.8560730113491498,8012,0.8505955466281524,2119,0.8501145740720959,809,0.8432941859409125,8019,0.8432559229287421,8049,0.8413030438518773,802,0.8410710170166429,211,0.8401676501192332,8022,0.8387419082551204,11029,0.8375676271819592
617,BIGAMIA,ART. 382 Contraer matrimonio estando válidamente casado.,"CRIMENES Y SIMPLES DELITOS CONTRA ORDEN DE LAS FAMILIAS, CONTRA LA MORALIDAD PÚBLICA Y CONTRA LA INTEGRIDAD SEXUAL",8029,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,alta,"La figura de bigamia (contraer matrimonio estando válidamente casado) está explícitamente listada en las INCLUSIONES del código 8029. El móvil es una transgresión a las normas de conducta sexual y de orden público/familia (no conducta sexual lesiva como agresión), por lo que 8029 es el más preciso. Se verificaron las exclusiones generales de la serie 0802 y no descartan la inclusión de bigamia en 8029.","['Se descartó 20292 (Matrimonio forzado) porque sus exclusiones/inclusiones se refieren a falta de consentimiento o coacción; bigamia no encaja en matrimonio forzado.', 'No se aplicaron exclusiones de 0802 que impidieran usar 8029; bigamia está explícitamente incluida en 8029.']",8029,0.8618620107424345,8012,0.833326474031316,8021,0.8312637881798554,20292,0.8292350960982132,809,0.8281821609058454,2119,0.8257929654270261,8022,0.8255203139306939,8019,0.8252435078901417,11021,0.8232007141257609,802,0.8222901314389657
